#wavelength [Angs] Re[epsilon] Im[epsilon]
149746.336436266 16.947000500 0.223849997
149536.483250322 17.018999100 0.226960003
149316.634830991 17.090999600 0.230130002
149106.781134343 17.163999560 0.233380005
148886.924094900 17.239000320 0.236709997
148677.066203704 17.315000530 0.240099996
148457.225615024 17.391000750 0.243579999
148247.373971040 17.469999310 0.247140005
148037.515184801 17.548999790 0.250790000
147827.665755576 17.628999710 0.254519999
147617.800433206 17.711000440 0.258340001
147407.949498273 17.795000080 0.262250006
147198.101561402 17.878999710 0.266259998
146988.245448496 17.965000150 0.270370007
146778.383781196 18.052999500 0.274580002
146568.532781247 18.142000200 0.278890014
146368.671634305 18.232000350 0.283320010
146158.820865378 18.323999400 0.287860006
145948.961117923 18.417999270 0.292510003
145749.095531307 18.513000490 0.297289997
145539.250935225 18.610000610 0.302179992
145339.389742189 18.708000180 0.307209998
145139.527154160 18.808000560 0.312370002
144929.668887548 18.910999300 0.317669988
144729.811313581 19.013999940 0.323110014
144529.946064488 19.120000840 0.328709990
144330.088686441 19.228000640 0.334450006
144130.214931052 19.337999340 0.340359986
143930.353624003 19.450000760 0.346430004
143730.493799867 19.563999180 0.352670014
143530.637752101 19.680000310 0.359100014
143330.774741331 19.798999790 0.365709990
143130.907075918 19.919000630 0.372509986
142931.050135666 20.041999820 0.379509985
142731.193251173 20.167999270 0.386720002
142541.317459250 20.295999530 0.394140005
142341.465402958 20.427000050 0.401800007
142151.595903783 20.559999470 0.409689993
141951.731898567 20.695999150 0.417809993
141761.864395596 20.834999080 0.426209986
141561.997497307 20.976999280 0.434850007
141372.127778080 21.121999740 0.443780005
141182.259400407 21.270000460 0.453000009
140992.394469163 21.422000890 0.462520003
140792.533321320 21.576000210 0.472350001
140602.657925337 21.735000610 0.482510000
140412.792258033 21.895999910 0.493019998
140222.925785455 22.062000270 0.503880024
140033.060526047 22.231000900 0.515120029
139843.186224023 22.403999330 0.526750028
139653.317402045 22.580999370 0.538789988
139473.443038466 22.763000490 0.551280022
139283.576437104 22.948999400 0.564199984
139093.709077052 23.138999940 0.577600002
138913.836074724 23.333999630 0.591509998
138723.958497989 23.534000400 0.605929971
138534.098678100 23.739000320 0.620909989
138354.219895029 23.950000760 0.636470020
138164.349883958 24.166000370 0.652629972
137984.472425650 24.386999130 0.669420004
137804.603606471 24.614999770 0.686909974
137614.732054301 24.847999570 0.705089986
137434.851834599 25.087999340 0.724030018
137254.985852013 25.334999080 0.743780017
137075.099863083 25.589000700 0.764339983
136895.231754923 25.850000380 0.785790026
136705.359173633 26.118999480 0.808200002
136525.486995259 26.395000460 0.831579983
136345.614458234 26.680000310 0.856019974
136175.723775885 26.972999570 0.881590009
135995.853279597 27.274999620 0.908330023
135815.976106464 27.586999890 0.936330020
135636.106036115 27.909000400 0.965690017
135456.221397979 28.240999220 0.996460021
135286.337709171 28.583999630 1.028800011
135106.473172469 28.938999180 1.062700033
134926.588188004 29.305000310 1.098399997
134756.712509604 29.684000020 1.135900021
134576.835241316 30.076999660 1.175400019
134406.953532436 30.482999800 1.217000008
134227.079710324 30.903999330 1.261000037
134057.198888866 31.341999050 1.307399988
133887.314204800 31.795000080 1.356400013
133707.439927573 32.264999390 1.408300042
133537.555015833 32.755001070 1.463299990
133367.671286341 33.263000490 1.521600008
133197.790257225 33.791999820 1.583400011
133027.902342016 34.344001770 1.649299979
132858.020551867 34.917999270 1.719300032
132688.146439314 35.518001560 1.793900013
132518.259231098 36.144001010 1.873700023
132348.371912253 36.798999790 1.958799958
132178.497227320 37.483001710 2.049999952
132008.614549378 38.201000210 2.147799969
131838.725677265 38.952999110 2.252700090
131668.843330085 39.742000580 2.365600109
131508.959359441 40.571998600 2.487499952
131339.080220384 41.444999690 2.618900061
131169.190605866 42.363998410 2.761100054
131009.304916073 43.334999080 2.915400028
130839.417243613 44.361000060 3.082999945
130679.530011495 45.444999690 3.265500069
130509.650743645 46.596000670 3.465100050
130349.757206339 47.816001890 3.683300018
130179.881914489 49.115001680 3.923000097
130019.988235367 50.500000000 4.187200069
129860.100576588 51.977001190 4.478899956
129700.209679594 53.556999210 4.802199841
129530.324797644 55.255001070 5.162300110
129370.435221374 57.077999110 5.564199924
129210.546827873 59.042999270 6.014900208
129050.661125649 61.168998720 6.523300171
128890.768975864 63.472999570 7.098400116
128730.882397984 65.977996830 7.752900124
128570.992401774 68.716003420 8.503000259
128411.100433913 71.712997440 9.366200447
128251.218468456 75.010002140 10.366999630
128091.327007786 78.656997680 11.538999560
127931.438037271 82.702003480 12.916999820
127771.542628196 87.221000670 14.557999610
127621.651625994 92.287002560 16.527999880
127461.764294839 98.005996700 18.920000080
127301.875009014 104.510002100 21.868000030
127151.972335161 111.949996900 25.545000080
126992.089252381 120.510002100 30.209999080
126842.188070062 130.460006700 36.248001100
126682.296435364 142.059997600 44.214000700
126532.402072844 155.639999400 54.988998410
126372.517789566 171.529998800 69.983001710
126222.615197886 189.770004300 91.427001950
126062.723721970 209.649993900 123.040000900
125912.828496994 228.009994500 170.750000000
125762.937157666 235.009994500 242.059997600
125603.043057707 206.839996300 339.059997600
125453.146973985 109.220001200 432.700012200
125303.258546402 -45.584999080 450.720001200
125153.359199206 -168.809997600 374.269989000
125003.460145714 -217.179992700 272.279998800
124853.562670948 -218.440002400 191.580001800
124703.668105631 -202.210006700 136.710006700
124553.777722061 -182.179992700 100.400001500
124403.873066197 -163.160003700 76.027000430
124253.984946476 -146.419998200 59.187999730
124104.085313738 -132.029998800 47.186000820
123954.185140813 -119.769996600 38.407001500
